"name","parent_id","level_code","property_cost_method"
"مچموعه قطعات فنر ها","521268","8","قیمت استاندارد"
"قطعات منفرد تجهیزات چشم پزشکی","533111","6","قیمت استاندارد"
"قطعات مرکب تجهیزات چشم پزشکی","533111","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات چشم پزشکی","533111","8","قیمت استاندارد"
"قطعات منفرد تجهیزات گوش و حلق و بینی (ENT )","533112","6","قیمت استاندارد"
"قطعات مرکب تجهیزات گوش و حلق و بینی (ENT )","533112","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات گوش و حلق و بینی (ENT )","533112","8","قیمت استاندارد"
"قطعات منفرد تجهیزات مغز و اعصاب","533113","6","قیمت استاندارد"
"قطعات مرکب تجهیزات مغز و اعصاب","533113","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات مغز و اعصاب","533113","8","قیمت استاندارد"
"قطعات منفرد تجهیزات اورولوژی","533121","6","قیمت استاندارد"
"قطعات مرکب تجهیزات اورولوژی","533121","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات اورولوژی","533121","8","قیمت استاندارد"
"قطعات منفرد تجهیزات سیستم گوارشی","533122","6","قیمت استاندارد"
"قطعات مرکب تجهیزات سیستم گوارشی","533122","7","قیمت استاندارد"
"مجموعه قطعات مرکب تجهیزات سیستم گوارشی","533122","8","قیمت استاندارد"
"قطعات منفرد تجهیزات سیستم قلب و عروق","533123","6","قیمت استاندارد"
"قطعات مرکب تجهیزات سیستم قلب و عروق","533123","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات سیستم قلب و عروق","533123","8","قیمت استاندارد"
"قطعات منفرد تجهیزات سیستم تنفسی و بیهوشی","533124","6","قیمت استاندارد"
"قطعات مرکب تجهیزات سیستم تنفسی و بیهوشی","533124","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات سیستم تنفسی و بیهوشی","533124","8","قیمت استاندارد"
"قطعات منفرد تجهیزات اطفال","533131","6","قیمت استاندارد"
"قطعات مرکب تجهیزات اطفال","533131","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات اطفال","533131","8","قیمت استاندارد"
"قطعات مرکب تجهیزات زنان و زایمان","533132","7","قیمت استاندارد"
"قطعات منفرد تجهیزات زنان و زایمان","533132","8","قیمت استاندارد"
"مجموعه قطعات تجهیزات زنان و زایمان","533132","9","قیمت استاندارد"
"قطعات منفرد تجهیزات پوست و مو","533133","6","قیمت استاندارد"
"قطعات مرکب تجهیزات پوست و مو","533133","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات پوست و مو","533133","8","قیمت استاندارد"
"قطعات منفرد تجهیزات ارتوپدی","533134","6","قیمت استاندارد"
"قطعات مرکب تجهیزات ارتوپدی","533134","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات ارتوپدی","533134","8","قیمت استاندارد"
"قطعات منفرد تجهیزات فیزیوتراپی و توانبخشی","533141","6","قیمت استاندارد"
"قطعات مرکب تجهیزات فیزیوتراپی و توانبخشی","533141","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات فیزیوتراپی و توانبخشی","533141","8","قیمت استاندارد"
"قطعات منفرد تجهیزات تصویربرداری","533142","6","قیمت استاندارد"
"قطعات مرکب تجهیزات تصویربرداری","533142","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات تصویربرداری","533142","8","قیمت استاندارد"
"قطعات منفرد تجهیزات طب هسته ای","533143","6","قیمت استاندارد"
"قطعات مرکب تجهیزات طب هسته ای","533143","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات طب هسته ای","533143","8","قیمت استاندارد"
"قطعات منفرد تجهیزات طب فیزیکی","533144","6","قیمت استاندارد"
"قطعات مرکب تجهیزات طب فیزیکی","533144","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات طب فیزیکی","533144","8","قیمت استاندارد"
"قطعات منفرد تجهیزات آزمایشگاه های بیوشیمی","533151","6","قیمت استاندارد"
"قطعات مرکب تجهیزات آزمایشگاه های بیوشیمی","533151","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات آزمایشگاه های بیوشیمی","533151","8","قیمت استاندارد"
"قطعات منفرد تجهیزات آزمایشگاه های خون شناسی","533152","6","قیمت استاندارد"
"قطعات مرکب تجهیزات آزمایشگاه های خون شناسی","533152","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات آزمایشگاه های خون شناسی","533152","8","قیمت استاندارد"
"قطعات منفرد تجهیزات آزمایشگاه های ایمنی شناسی","533153","6","قیمت استاندارد"
"قطعات مرکب تجهیزات آزمایشگاه های ایمن شناسی","533153","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات آزمایشگاه های ایمن شناسی","533153","8","قیمت استاندارد"
"قطعات منفرد تجهیزات آزمایشگاه های میکروب شناسی","533154","6","قیمت استاندارد"
"قطعات مرکب تجهیزات آزمایشگاه های میکروب شناسی","533154","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات آزمایشگاه های میکروب شناسی","533154","8","قیمت استاندارد"
"قطعات منفرد تجهیزات آزمایشگاه های آسیب شناسی","533155","6","قیمت استاندارد"
"قطعات مرکب تجهیزات آزمایشگاه های آسیب شناسی","533155","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات آزمایشگاه های آسیب شناسی","533155","8","قیمت استاندارد"
"قطعات منفرد تجهیزات آزمایشگاه های ژنتیک","533156","6","قیمت استاندارد"
"قطعات مرکب تجهیزات آزمایشگاه های ژنتیک","533156","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات آزمایشگاه های ژنتیک","533156","8","قیمت استاندارد"
"قطعات منفرد تجهیزات استریلیزاسیون","533161","6","قیمت استاندارد"
"قطعات مرکب تجهیزات استریلیزاسیون","533161","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات استریلیزاسیون","533161","8","قیمت استاندارد"
"قطعات منفرد تجهیزات جراحی عمومی، زیبایی و پلاستیک","533162","6","قیمت استاندارد"
"قطعات مرکب تجهیزات جراحی عمومی، زیبایی و پلاستیک","533162","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات جراحی عمومی، زیبایی و پلاستیک","533162","8","قیمت استاندارد"
"قطعات منفرد تجهیزات عروقی ، مکش و تزریق","533163","6","قیمت استاندارد"
"قطعات مرکب تجهیزات عروقی ، مکش و تزریق","533163","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات عروقی ، مکش و تزریق","533163","8","قیمت استاندارد"
"قطعات منفرد تجهیزات CCU و ICU","533165","6","قیمت استاندارد"
"قطعات مرکب تجهیزات CCU و ICU","533165","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات CCU و ICU","533165","8","قیمت استاندارد"
"قطعات منفرد تجهیزات سنجش عمومی","533166","6","قیمت استاندارد"
"قطعات مرکب تجهیزات سنجش عمومی","533166","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات سنجش عمومی","533166","8","قیمت استاندارد"
"قطعات منفرد سایر تجهیزات عمومی","533169","6","قیمت استاندارد"
"قطعات مرکب سایر تجهیزات عمومی","533169","7","قیمت استاندارد"
"مجموعه قطعات سایر تجهیزات عمومی","533169","8","قیمت استاندارد"
"قطعات منفرد رابط ها","533181","6","قیمت استاندارد"
"قطعات مرکب رابط ها","533181","7","قیمت استاندارد"
"مجموعه قطعات رابط ها","533181","8","قیمت استاندارد"
"قطعات منفرد نمایش دهنده ها","533182","6","قیمت استاندارد"
"قطعات مرکب نمایش دهنده ها","533182","7","قیمت استاندارد"
"مجموعه قطعات نمایش دهنده ها","533182","8","قیمت استاندارد"
"قطعات منفرد جاذب ها","533183","6","قیمت استاندارد"
"قطعات مرکب جاذب ها","533183","7","قیمت استاندارد"
"مجموعه قطعات جاذب ها","533183","8","قیمت استاندارد"
"قطعات منفرد محفظه ها و پوشش ها","533184","6","قیمت استاندارد"
"قطعات مرکب محفظه ها و پوشش ها","533184","7","قیمت استاندارد"
"مجموعه قطعات محفظه ها و پوشش ها","533184","8","قیمت استاندارد"
"قطعات منفرد پایه و نگهدارنده ها","533185","6","قیمت استاندارد"
"قطعات مرکب پایه و نگهدارنده ها","533185","7","قیمت استاندارد"
"مجموعه قطعات پایه و نگهدارنده ها","533185","8","قیمت استاندارد"
"قطعات منفرد متعلقات و ملحقات و ملزومات مصرفی تجهیزات پزشکی و آزمایشگاه های تشخیص طبی","533189","6","قیمت استاندارد"
"قطعات مرکب متعلقات و ملحقات و ملزومات مصرفی تجهیزات پزشکی و آزمایشگاه های تشخیص طبی","533189","7","قیمت استاندارد"
"مجموعه قطعات متعلقات و ملحقات و ملزومات مصرفی تجهیزات پزشکی و آزمایشگاه های تشخیص طبی","533189","8","قیمت استاندارد"
"قطعات منفرد ملزومات عروقی ، مکش و تزریق","533211","6","قیمت استاندارد"
"قطعات مرکب ملزومات عروقی ، مکش و تزریق","533211","7","قیمت استاندارد"
"مجموعه قطعات ملزومات عروقی ، مکش و تزریق","533211","8","قیمت استاندارد"
"قطعات منفرد ملزومات زخم بندی و خونریزی","533212","6","قیمت استاندارد"
"قطعات مرکب ملزومات زخم بندی و خونریزی","533212","7","قیمت استاندارد"
"مجموعه قطعات ملزومات زخم بندی و خونریزی","533212","8","قیمت استاندارد"
"قطعات منفرد ملزومات ساكشن و وكيوم","533213","6","قیمت استاندارد"
"قطعات مرکب ملزومات ساكشن و وكيوم","533213","7","قیمت استاندارد"
"مجموعه قطعات ملزومات ساكشن و وكيوم","533213","8","قیمت استاندارد"
"قطعات منفرد ملزومات محافظتی بیمار","533214","6","قیمت استاندارد"
"قطعات مرکب ملزومات محافظتی بیمار","533214","7","قیمت استاندارد"
"مجموعه قطعات ملزومات محافظتی بیمار","533214","8","قیمت استاندارد"
"قطعات منفرد ظروف درمانی و مراقبتی بیمار","533215","6","قیمت استاندارد"
"قطعات مرکب ظروف درمانی و مراقبتی بیمار","533215","7","قیمت استاندارد"
"مجموعه قطعات ظروف درمانی و مراقبتی بیمار","533215","8","قیمت استاندارد"
"قطعات منفرد لوازم معاینه","533231","6","قیمت استاندارد"
"قطعات مرکب لوازم معاینه","533231","7","قیمت استاندارد"
"مجموعه قطعات لوازم معاینه","533231","8","قیمت استاندارد"
"قطعات منفرد ست های تشخیص و معاینه","533237","6","قیمت استاندارد"
"قطعات مرکب ست های تشخیص و معاینه","533237","7","قیمت استاندارد"
"مجموعه قطعات ست های تشخیص و معاینه","533237","8","قیمت استاندارد"
"قطعات منفرد ابزار های استریلیزاسیون","533261","6","قیمت استاندارد"
"قطعات مرکب ابزار های استریلیزاسیون","533261","7","قیمت استاندارد"
"مجموعه قطعات ابزار های استریلیزاسیون","533261","8","قیمت استاندارد"
"قطعات منفرد نشانگر ها و کنترل کننده های استریلیزاسیون","533262","6","قیمت استاندارد"
"قطعات مرکب نشانگر ها و کنترل کننده های استریلیزاسیون","533262","7","قیمت استاندارد"
"مجموعه قطعات نشانگر ها و کنترل کننده های استریلیزاسیون","533262","8","قیمت استاندارد"
"قطعات منفرد ملزومات تخصصی چشم پزشکی ، گوش و حلق و بینی و مغز و اعصاب","533271","6","قیمت استاندارد"
"قطعات مرکب ملزومات تخصصی چشم پزشکی ، گوش و حلق و بینی و مغز و اعصاب","533271","7","قیمت استاندارد"
"مجموعه قطعات ملزومات تخصصی چشم پزشکی ، گوش و حلق و بینی و مغز و اعصاب","533271","8","قیمت استاندارد"
"قطعات منفرد ملزومات تخصصی اورولوژی ، سیستم گوارشی ، سیستم قلب و عروق و سیستم تنفسی","533272","6","قیمت استاندارد"
"قطعات مرکب ملزومات تخصصی اورولوژی ، سیستم گوارشی ، سیستم قلب و عروق و سیستم تنفسی","533272","7","قیمت استاندارد"
"مجموعه قطعات ملزومات تخصصی اورولوژی ، سیستم گوارشی ، سیستم قلب و عروق و سیستم تنفسی","533272","8","قیمت استاندارد"
"قطعات منفرد ملزومات تخصصی اطفال ، زنان و زایمان ، پوست و مو و ارتوپدی","533273","6","قیمت استاندارد"
"قطعات مرکب ملزومات تخصصی اطفال ، زنان و زایمان ، پوست و مو و ارتوپدی","533273","7","قیمت استاندارد"
"مجموعه قطعات ملزومات تخصصی اطفال ، زنان و زایمان ، پوست و مو و ارتوپدی","533273","8","قیمت استاندارد"
"قطعات منفرد ملزومات تخصصی روش های تصویر برداری و درمان فیزیکی","533274","6","قیمت استاندارد"
"قطعات مرکب ملزومات تخصصی روش های تصویر برداری و درمان فیزیکی","533274","7","قیمت استاندارد"
"مجموعه قطعات ملزومات تخصصی روش های تصویر برداری و درمان فیزیکی","533274","8","قیمت استاندارد"
"قطعات منفرد ملزومات تخصصی آزمایشگاه تشخیص طبی","533275","6","قیمت استاندارد"
"قطعات مرکب ملزومات تخصصی آزمایشگاه تشخیص طبی","533275","7","قیمت استاندارد"
"مجموعه قطعات ملزومات تخصصی آزمایشگاه تشخیص طبی","533275","8","قیمت استاندارد"
"قطعات منفرد ملزومات کمکی و حمایتی ارگونومیکی","533291","6","قیمت استاندارد"
"قطعات مرکب ملزومات کمکی و حمایتی ارگونومیکی","533291","7","قیمت استاندارد"
"مجموعه قطعات ملزومات کمکی و حمایتی ارگونومیکی","533291","8","قیمت استاندارد"
"قطعات منفرد ملزومات عمومی","533298","6","قیمت استاندارد"
"قطعات مرکب ملزومات عمومی","533298","7","قیمت استاندارد"
"مجموعه قطعات ملزومات عمومی","533298","8","قیمت استاندارد"
"قطعات منفرد ابزار برش","533311","6","قیمت استاندارد"
"قطعات مرکب ابزار برش","533311","7","قیمت استاندارد"
"مجموعه قطعات ابزار برش","533311","8","قیمت استاندارد"
"قطعات منفرد ابزار نوک تیز","533312","6","قیمت استاندارد"
"قطعات مرکب ابزار نوک تیز","533312","7","قیمت استاندارد"
"مجموعه قطعات ابزار نوک تیز","533312","8","قیمت استاندارد"
"قطعات منفرد ابزار سوراخکاری و ساینده","533313","6","قیمت استاندارد"
"قطعات مرکب ابزار سوراخکاری و ساینده","533313","7","قیمت استاندارد"
"مجموعه قطعات ابزار سوراخکاری و ساینده","533313","8","قیمت استاندارد"
"قطعات منفرد ابزار نگهدارنده","533321","6","قیمت استاندارد"
"قطعات مرکب ابزار نگهدارنده","533321","7","قیمت استاندارد"
"مجموعه قطعات ابزار نگهدارنده","533321","8","قیمت استاندارد"
"قطعات منفرد ابزار اتصال","533322","6","قیمت استاندارد"
"قطعات مرکب ابزار اتصال","533322","7","قیمت استاندارد"
"مجموعه قطعات ابزار اتصال","533322","8","قیمت استاندارد"
"قطعات منفرد ابزار اندازه گیری","533331","6","قیمت استاندارد"
"قطعات مرکب ابزار اندازه گیری","533331","7","قیمت استاندارد"
"مجموعه قطعات ابزار اندازه گیری","533331","8","قیمت استاندارد"
"قطعات منفرد ابزار ضربه ای","533332","6","قیمت استاندارد"
"قطعات مرکب ابزار ضربه ای","533332","7","قیمت استاندارد"
"مجموعه قطعات ابزار ضربه ای","533332","8","قیمت استاندارد"
"قطعات منفرد ست ها","533381","6","قیمت استاندارد"
"قطعات مرکب ست ها","533381","7","قیمت استاندارد"
"مجموعه قطعات ست ها","533381","8","قیمت استاندارد"
"قطعات منفرد علامت زن ها","533391","6","قیمت استاندارد"
"قطعات مرکب علامت زن ها","533391","7","قیمت استاندارد"
"مجموعه قطعات علامت زن ها","533391","8","قیمت استاندارد"
"قطعات منفرد تسطیح کننده ها","533392","6","قیمت استاندارد"
"قطعات مرکب تسطیح کننده ها","533392","7","قیمت استاندارد"
"مجموعه قطعات تسطیح کننده ها","533392","8","قیمت استاندارد"
"قطعات منفرد مبدل ها","533393","6","قیمت استاندارد"
"قطعات مرکب مبدل ها","533393","7","قیمت استاندارد"
"مجموعه قطعات مبدل ها","533393","8","قیمت استاندارد"
"قطعات منفرد تجهیزات نگهداری مواد و تجهیزات پزشکی","533441","6","قیمت استاندارد"
"قطعات مرکب تجهیزات نگهداری مواد و تجهیزات پزشکی","533441","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات نگهداری مواد و تجهیزات پزشکی","533441","8","قیمت استاندارد"
"قطعات منفرد تجهیزات حمل و نقل مواد و تجهیزات پزشکی","533442","6","قیمت استاندارد"
"قطعات مرکب تجهیزات حمل و نقل مواد و تجهیزات پزشکی","533442","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات حمل و نقل مواد و تجهیزات پزشکی","533442","8","قیمت استاندارد"
"قطعات منفرد تجهیزات توزیع مواد و تجهیزات پزشکی","533443","6","قیمت استاندارد"
"قطعات مرکب تجهیزات توزیع مواد و تجهیزات پزشکی","533443","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات توزیع مواد و تجهیزات پزشکی","533443","8","قیمت استاندارد"
"قطعات منفرد تجهیزات اندازه گیری و مصرف مواد بیولوژیک و دارو ها","533444","6","قیمت استاندارد"
"قطعات مرکب تجهیزات اندازه گیری و مصرف مواد بیولوژیک و دارو ها","533444","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات اندازه گیری و مصرف مواد بیولوژیک و دارو ها","533444","8","قیمت استاندارد"
"قطعات منفرد تخت های پزشکی و محصولات مرتبط","533471","6","قیمت استاندارد"
"قطعات مرکب تخت های پزشکی و محصولات مرتبط","533471","7","قیمت استاندارد"
"مجموعه قطعات تخت های پزشکی و محصولات مرتبط","533471","8","قیمت استاندارد"
"قطعات منفرد کابینت های پزشکی و محصولات مرتیط","533472","6","قیمت استاندارد"
"قطعات مرکب کابینت های پزشکی و محصولات مرتیط","533472","7","قیمت استاندارد"
"مجموعه قطعات کابینت های پزشکی و محصولات مرتیط","533472","8","قیمت استاندارد"
"قطعات منفرد میزهای پزشکی و محصولات مرتبط","533473","6","قیمت استاندارد"
"قطعات مرکب میزهای پزشکی و محصولات مرتبط","533473","7","قیمت استاندارد"
"مجموعه قطعات میزهای پزشکی و محصولات مرتبط","533473","8","قیمت استاندارد"
"قطعات منفرد صندلی های پزشکی و محصولات مرتبط","533474","6","قیمت استاندارد"
"قطعات مرکب صندلی های پزشکی و محصولات مرتبط","533474","7","قیمت استاندارد"
"مجموعه قطعات صندلی های پزشکی و محصولات مرتبط","533474","8","قیمت استاندارد"
"قطعات منفرد لوازم ترسیم","543131","6","قیمت استاندارد"
"قطعات مرکب لوازم ترسیم","543131","7","قیمت استاندارد"
"مجموعه قطعات لوازم ترسیم","543131","8","قیمت استاندارد"
"قطعات منفرد لوازم هنری","543132","6","قیمت استاندارد"
"قطعات مرکب لوازم هنری","543132","7","قیمت استاندارد"
"مجموعه قطعات لوازم هنری","543132","8","قیمت استاندارد"
"قطعات منفرد دستگاه ها و لوازم آماده سازی چای","546221","6","قیمت استاندارد"
"قطعات مرکب دستگاه ها و لوازم آماده سازی چای","546221","7","قیمت استاندارد"
"مجموعه قطعات دستگاه ها و لوازم آماده سازی چای","546221","8","قیمت استاندارد"
"قطعات منفرد دستگاه و لوازم آماده سازی قهوه","546222","6","قیمت استاندارد"
"قطعات مرکب دستگاه و لوازم آماده سازی قهوه","546222","7","قیمت استاندارد"
"مجموعه قطعات دستگاه و لوازم آماده سازی قهوه","546222","8","قیمت استاندارد"
"قطعات منفرد برنده ها","546331","6","قیمت استاندارد"
"قطعات مرکب برنده ها","546331","7","قیمت استاندارد"
"مجموعه قطعات برنده ها","546331","8","قیمت استاندارد"
"قطعات منفرد ابزار های غیر برقی آماده سازی غذا","546332","6","قیمت استاندارد"
"قطعات مرکب ابزار های غیر برقی آماده سازی غذا","546332","7","قیمت استاندارد"
"مجموعه قطعات ابزار های غیر برقی آماده سازی غذا","546332","8","قیمت استاندارد"
"قطعات منفرد ابزار های برقی آماده سازی غذا","546333","6","قیمت استاندارد"
"قطعات مرکب ابزار های برقی آماده سازی غذا","546333","7","قیمت استاندارد"
"مجموعه قطعات ابزار های برقی آماده سازی غذا","546333","8","قیمت استاندارد"
"قطعات منفرد ماشین آلات ملزومات خدمات مالی","547511","6","قیمت استاندارد"
"قطعات مرکب ماشین آلات ملزومات خدمات مالی","547511","7","قیمت استاندارد"
"مجموعه قطعات ماشین آلات ملزومات خدمات مالی","547511","8","قیمت استاندارد"
"قطعات منفرد تجهیزات ملزومات خدمات مالی","547512","6","قیمت استاندارد"
"قطعات مرکب تجهیزات ملزومات خدمات مالی","547512","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات ملزومات خدمات مالی","547512","8","قیمت استاندارد"
"قطعات منفرد ابزارآلات ملزومات خدمات مالی","547513","6","قیمت استاندارد"
"قطعات مرکب ابزارآلات ملزومات خدمات مالی","547513","7","قیمت استاندارد"
"مجموعه قطعات ابزارآلات ملزومات خدمات مالی","547513","8","قیمت استاندارد"
"قطعات منفرد سایر ملزومات خدمات مالی","547515","6","قیمت استاندارد"
"قطعات مرکب سایر ملزومات خدمات مالی","547515","7","قیمت استاندارد"
"مجموعه قطعات سایر ملزومات خدمات مالی","547515","8","قیمت استاندارد"
"قطعات منفرد ماشین آلات ملزومات خدمات اداری","547521","6","قیمت استاندارد"
"قطعات مرکب ماشین آلات ملزومات خدمات اداری","547521","7","قیمت استاندارد"
"مجموعه قطعات ماشین آلات ملزومات خدمات اداری","547521","8","قیمت استاندارد"
"قطعات منفرد تجهیزات ملزومات خدمات اداری","547522","6","قیمت استاندارد"
"قطعات مرکب تجهیزات ملزومات خدمات اداری","547522","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات ملزومات خدمات اداری","547522","8","قیمت استاندارد"
"قطعات منفرد ابزارآلات ملزومات خدمات اداری","547523","6","قیمت استاندارد"
"قطعات مرکب ابزارآلات ملزومات خدمات اداری","547523","7","قیمت استاندارد"
"مجموعه قطعات ابزارآلات ملزومات خدمات اداری","547523","8","قیمت استاندارد"
"قطعات منفرد سایر ملزومات خدمات اداری","547525","6","قیمت استاندارد"
"قطعات مرکب سایر ملزومات خدمات اداری","547525","7","قیمت استاندارد"
"مجموعه قطعات سایر ملزومات خدمات اداری","547525","8","قیمت استاندارد"
"قطعات منفرد ماشین آلات ملزومات خدمات پست و ارتباطات","547531","6","قیمت استاندارد"
"قطعات مرکب ماشین آلات ملزومات خدمات پست و ارتباطات","547531","7","قیمت استاندارد"
"مجموعه قطعات ماشین آلات ملزومات خدمات پست و ارتباطات","547531","8","قیمت استاندارد"
"قطعات منفرد تجهیزات ملزومات خدمات پست و ارتباطات","547532","6","قیمت استاندارد"
"قطعات مرکب تجهیزات ملزومات خدمات پست و ارتباطات","547532","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات ملزومات خدمات پست و ارتباطات","547532","8","قیمت استاندارد"
"قطعات منفرد ابزارآلات ملزومات خدمات پست و ارتباطات","547533","6","قیمت استاندارد"
"قطعات مركب ابزارآلات ملزومات خدمات پست و ارتباطات","547533","7","قیمت استاندارد"
"مجموعه قطعات ابزارآلات ملزومات خدمات پست و ارتباطات","547533","8","قیمت استاندارد"
"قطعات منفرد سایر ملزومات خدمات پست و ارتباطات","547535","6","قیمت استاندارد"
"قطعات مرکب سایر ملزومات خدمات پست و ارتباطات","547535","7","قیمت استاندارد"
"مجموعه قطعات سایر ملزومات خدمات پست و ارتباطات","547535","8","قیمت استاندارد"
"محکم کننده های رزوه دار","553391","1","قیمت استاندارد"
"محکم کننده های دائمی","553391","2","قیمت استاندارد"
"محکم کننده های انطباقی","553391","3","قیمت استاندارد"
"محکم کننده های مرکب","553391","4","قیمت استاندارد"
"محکم کننده های واسط","553391","5","قیمت استاندارد"
"واسطه های انتقال نیرو","553392","1","قیمت استاندارد"
"واسطه ها و اتصالات انتقال سیالات","553392","2","قیمت استاندارد"
"محکم کننده واسط","553491","5","قیمت استاندارد"
"محکم کننده انطباقی","553591","3","قیمت استاندارد"
"محکم کننده واسط","553591","5","قیمت استاندارد"
"قطعات منفرد دیگ","556111","6","قیمت استاندارد"
"قطعات مرکب دیگ","556111","7","قیمت استاندارد"
"مجموعه قطعات دیگ","556111","8","قیمت استاندارد"
"قطعات مرکب کوره هوای گرم","556112","7","قیمت استاندارد"
"مجموعه قطعات کوره هوای گرم","556112","8","قیمت استاندارد"
"قطعات منفرد تجهیزات مکمل مولد گرما","556118","6","قیمت استاندارد"
"قطعات مرکب تجهیزات مکمل مولد گرما","556118","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات مکمل مولد گرما","556118","8","قیمت استاندارد"
"قطعات منفرد چیلر","556121","6","قیمت استاندارد"
"قطعات مرکب چیلر","556121","7","قیمت استاندارد"
"مجموعه قطعات چیلر","556121","8","قیمت استاندارد"
"قطعات منفرد برج خنک کن","556122","6","قیمت استاندارد"
"قطعات مرکب برج خنک کن","556122","7","قیمت استاندارد"
"مجموعه قطعات برج خنک کن","556122","8","قیمت استاندارد"
"قطعات منفرد سردخانه پیش ساخته و اجزاء","556124","6","قیمت استاندارد"
"قطعات مرکب سردخانه پیش ساخته و اجزاء","556124","7","قیمت استاندارد"
"مجموعه قطعات سردخانه پیش ساخته و اجزاء","556124","8","قیمت استاندارد"
"قطعات منفرد ایرکولر","556125","6","قیمت استاندارد"
"قطعات مرکب ایرکولر","556125","7","قیمت استاندارد"
"مجموعه قطعات ایرکولر","556125","8","قیمت استاندارد"
"قطعات مرکب پکیج یونیت","556132","7","قیمت استاندارد"
"قطعات منفرد تجهیزات مکمل مولد دو فصلی","556138","6","قیمت استاندارد"
"قطعات مرکب تجهیزات مکمل مولد دو فصلی","556138","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات مکمل مولد دو فصلی","556138","8","قیمت استاندارد"
"قطعات مرکب دستگاه تصفیه هوا و ایرواشر ها","556142","7","قیمت استاندارد"
"مجموعه قطعات دستگاه تصفیه هوا و ایرواشر ها","556142","8","قیمت استاندارد"
"قطعات منفرد فن","556212","6","قیمت استاندارد"
"قطعات مرکب فن","556212","7","قیمت استاندارد"
"مجموعه قطعات فن","556212","8","قیمت استاندارد"
"قطعات منفرد رادیاتور","556311","6","قیمت استاندارد"
"قطعات مرکب رادیاتور","556311","7","قیمت استاندارد"
"مجموعه قطعات رادیاتور","556311","8","قیمت استاندارد"
"قطعات منفرد واحد گرمایشی تابشی","556313","6","قیمت استاندارد"
"قطعات مرکب واحد گرمایشی تابشی","556313","7","قیمت استاندارد"
"مجموعه قطعات واحد گرمایشی تابشی","556313","8","قیمت استاندارد"
"قطعات منفرد یونیت هیتر","556321","6","قیمت استاندارد"
"قطعات مرکب یونیت هیتر","556321","7","قیمت استاندارد"
"مجموعه قطعات یونیت هیتر","556321","8","قیمت استاندارد"
"قطعات منفرد فن کویل","556331","6","قیمت استاندارد"
"قطعات مرکب فن کویل","556331","7","قیمت استاندارد"
"مجموعه قطعات فن کویل","556331","8","قیمت استاندارد"
"قطعات منفرد هواساز","556332","6","قیمت استاندارد"
"قطعات مرکب هواساز","556332","7","قیمت استاندارد"
"مجموعه قطعات هواساز","556332","8","قیمت استاندارد"
"قطعات منفرد شیر مخلوط","558141","6","قیمت استاندارد"
"قطعات مرکب شیر مخلوط","558141","7","قیمت استاندارد"
"مجموعه قطعات شیر مخلوط","558141","8","قیمت استاندارد"
"قطعات منفرد کاسه توالت و بیده","558711","6","قیمت استاندارد"
"قطعات مرکب کاسه توالت و بیده","558711","7","قیمت استاندارد"
"مجموعه قطعات کاسه توالت و بیده","558711","8","قیمت استاندارد"
"قطعات منفرد کاسه روشویی ( دستشویی )","558713","6","قیمت استاندارد"
"قطعات مرکب کاسه روشویی ( دستشویی )","558713","7","قیمت استاندارد"
"مجموعه قطعات کاسه روشویی ( دستشویی )","558713","8","قیمت استاندارد"
"قطعات منفرد فلاش تانک","558714","6","قیمت استاندارد"
"قطعات مرکب فلاش تانک","558714","7","قیمت استاندارد"
"مجموعه قطعات فلاش تانک","558714","8","قیمت استاندارد"
"قطعات منفرد آیینه دستشویی","558715","6","قیمت استاندارد"
"قطعات مرکب آیینه دستشویی","558715","7","قیمت استاندارد"
"مجموعه قطعات آیینه دستشویی","558715","8","قیمت استاندارد"
